Date:,28/9/2023,,,,,,,,,,,,,,,,,
Time,5:22 PM,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Order ID,Order Date,Country,City,Branch,Lat,Lng,Customer First Name,Customer Last Name,Email,Phone Number,Category,Sub Category,Item,SalesPerson ID,Quantity,Unit Price,Discount,Status
4409,23/2/2023,USA,new york,ny02,40.7312,-73.9998,rama,hamuwd,RAMA.HAMUWD@MAIL.COM,Tel: 5033889011,Headphones,Sennheiser HD,Sennheiser HD 800 S,J885,1,1699,118.93,TRUE
4410,23/2/2023,USA,new york,ny01,40.7128,-74.006,duhana,siedih,Duhana.siedih@mail.com,Tel: 5062308945,Smartphone,Samsung Galaxy,Galaxy M32,K081,1,249,4.98,FALSE
4411,23/2/2023,Morocco,casablanca,cs01,33.5731,7.5898,daniah,alhamal,Daniah.alhamal@mail.com,Tel: 5184289480,Smartphone,Xiaomi Mi,Xiaomi Mi 11 Lite,E274,1,249,,TRUE
4412,23/2/2023,Syria,damascus,ds02,33.5146,36.3084,fatima,hizam,Fatima.hizam@mail.com,Tel: 5203935553,Smartwatch,Apple Watch,Apple Watch Series 7,E680,1,399,7.98,TRUE
4413,23/2/2023,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,samiah,alhabis,Samiah.alhabis@mail.com,Tel: 5135580005,Headphones,Anker Soundcore,Anker Soundcore Liberty Air Pro,J212,1,99,4.95,TRUE
4414,23/2/2023,Morocco,casablanca,cs01,33.5731,7.5898,husam,alaleppoy,husam.alaleppoy@mail.com,Tel: 5768992047,Gaming Console,Sony PlayStation,PlayStation 4 Slim,X364,1,299,20.93,TRUE
4415,23/2/2023,Saudi Arabia,riyadh,rd01,24.7136,46.6753,dia,khalf,DIA.KHALF@MAIL.COM,Tel: 5358734560,Smartwatch,Samsung Gear,Samsung Gear S4,Z612,1,349,,TRUE
4416,23/2/2023,Egypt,cairo,cr01,30.0444,31.2357,danah,shalish,danah.shalish@mail.com,Tel: 5078552002,Smartphone,Xiaomi Mi,Xiaomi Mi 12,O398,1,799,79.9,FALSE
4417,23/2/2023,USA,washington,wh01,38.9072,-77.0369,muanis,alsulayman,muanis.alsulayman@mail.com,Tel: 5425196552,Fitness Tracker,Huawei Band,Huawei Band 6,L106,1,59,4.72,TRUE
4418,23/2/2023,Syria,homs,hs01,34.7326,36.7136,muhamad,aljazayiriu,muhamad.aljazayiriu@mail.com,Tel: 5454492538,Smartphone,Oppo Find,Oppo Find X4 Neo,K044,1,549,10.98,TRUE
4419,23/2/2023,France,paris,ps01,48.8566,2.3522,eala,kafa,eala.kafa@mail.com,Tel: 5739313606,Smartwatch,Huawei Watch,Huawei Watch Fit 2 Pro,J536,1,129,5.16,TRUE
4420,23/2/2023,Saudi Arabia,riyadh,rd01,24.7136,46.6753,ranya,alem,RANYA.ALEM@MAIL.COM,Tel: 5394720003,VR Headset,HTC Vive,HTC Vive Cosmos,J860,3,699,146.79,FALSE
4421,23/2/2023,Syria,aleppo,al01,36.2021,37.1343,ahmad,litansdurfr,Ahmad.litansdurfr@mail.com,Tel: 5200500980,Fitness Tracker,Huawei Band,Huawei Band 6,X583,2,59,11.8,TRUE
4422,23/2/2023,USA,las vegas,lv01,36.1699,-115.1398,muayid,alzaybq,muayid.alzaybq@mail.com,Tel: 5617195687,Smartwatch,Garmin Fenix,Garmin Fenix 6S,K964,2,499,49.9,TRUE
4423,23/2/2023,Egypt,cairo,cr02,30.0444,31.2357,emar,karim,Emar.karim@mail.com,Tel: 5482314599,Digital Camera,Sony Alpha,Sony Alpha A6400,J885,1,899,26.97,TRUE
4424,23/2/2023,USA,new york,ny02,40.7312,-73.9998,rwad,nadaf,Rwad.nadaf@mail.com,Tel: 5091950605,Fitness Tracker,Withings Move,Withings Move,Y270,3,59,5.31,FALSE
4425,23/2/2023,Saudi Arabia,dammam,dm01,26.3927,49.9777,muhamad,hylmyh,MUHAMAD.HYLMYH@MAIL.COM,Tel: 5941111133,Headphones,Anker Soundcore,Anker Soundcore Life Q35,Y087,1,129,7.74,TRUE
4426,23/2/2023,Saudi Arabia,dammam,dm01,26.3927,49.9777,ahmad,almaghribiu,ahmad.almaghribiu@mail.com,Tel: 5747974907,Smartwatch,Huawei Watch,Huawei Watch GT 3,B692,2,249,34.86,TRUE
4427,23/2/2023,USA,new york,ny03,40.7498,-73.9814,abd alrazzaq,yasin,abd alrazzaq.yasin@mail.com,Tel: 5834155570,Smart Speaker,Apple HomePod,Apple HomePod,D873,1,299,8.97,TRUE
4428,23/2/2023,Syria,aleppo,al01,36.2021,37.1343,omar,zazana,Omar.zazana@mail.com,Tel: 5379040310,Headphones,Sennheiser HD,Sennheiser HD 800 S,Q842,1,1699,33.98,FALSE
4429,23/2/2023,Saudi Arabia,jeddah,jd02,21.4858,39.1925,lama,hadalah,Lama.hadalah@mail.com,Tel: 5772520709,Gaming Console,Sony PlayStation,PlayStation 3 Slim,K081,8,199,127.36,TRUE
4430,23/2/2023,Egypt,cairo,cr02,30.0444,31.2357,rawan,maseud,RAWAN.MASEUD@MAIL.COM,Tel: 5310183517,VR Headset,Oculus Rift S,Oculus Rift 2,Y882,1,499,24.95,FALSE
4431,23/2/2023,Syria,aleppo,al01,36.2021,37.1343,muhamad,alrashid,muhamad.alrashid@mail.com,Tel: 5179495134,Tablet,Samsung Galaxy Tab,Galaxy Tab A8,O337,1,199,15.92,TRUE
4432,23/2/2023,Egypt,cairo,cr02,30.0444,31.2357,amani,zaytun,amani.zaytun@mail.com,Tel: 5415434706,Laptop,HP Pavilion,HP Pavilion x360,C793,1,649,32.45,TRUE
4433,23/2/2023,USA,new york,ny03,40.7498,-73.9814,dijwar,alqadah,dijwar.alqadah@mail.com,Tel: 5271233559,Smartwatch,Garmin Forerunner,Garmin Forerunner 55,Y449,1,199,5.97,TRUE
4434,23/2/2023,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,mazin,eabidin,mazin.eabidin@mail.com,Tel: 5218317277,Gaming Console,Nintendo Switch,Nintendo Switch OLED,T162,1,349,24.43,TRUE
4435,23/2/2023,USA,las vegas,lv01,36.1699,-115.1398,muhamad,saeadat,Muhamad.saeadat@mail.com,Tel: 5064285093,Laptop,Lenovo ThinkPad,ThinkPad X13,X358,4,999,199.8,TRUE
4436,23/2/2023,Egypt,asyut,at01,27.1809,31.1837,rybal,alnuwri,Rybal.alnuwri@mail.com,Tel: 5279378566,VR Headset,Oculus Rift,Oculus Rift S,Y684,1,399,39.9,FALSE
4437,23/2/2023,Saudi Arabia,riyadh,rd02,24.7743,46.7386,ahmad,aleid,AHMAD.ALEID@MAIL.COM,Tel: 5868850200,Smartphone,Apple iPhone,iPhone SE,Y692,1,399,27.93,TRUE
4438,23/2/2023,Egypt,cairo,cr02,30.0444,31.2357,amir,drwysh,amir.drwysh@mail.com,Tel: 5123593177,Fitness Tracker,Xiaomi Mi Band,Xiaomi Mi Band 5,Z995,2,29,0.58,FALSE
4439,23/2/2023,Syria,aleppo,al01,36.2021,37.1343,imran,ahmdghrybw,IMRAN.AHMDGHRYBW@MAIL.COM,Tel: 5222902882,VR Headset,HTC Vive Pro,HTC Vive Pro 2,I786,1,1099,98.91,FALSE
4440,23/2/2023,USA,new york,ny03,40.7498,-73.9814,muhamad,aleabd,Muhamad.aleabd@mail.com,Tel: 5262663531,Gaming Console,Nintendo Switch,Nintendo Switch Lite,N346,1,199,5.97,FALSE
4441,23/2/2023,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,zahir,alsabagh,Zahir.alsabagh@mail.com,Tel: 5387905732,Laptop,HP Pavilion,HP Pavilion 15,N534,1,799,7.99,FALSE
4442,23/2/2023,Egypt,cairo,cr01,30.0444,31.2357,mahir,aywbi,Mahir.aywbi@mail.com,Tel: 5538444726,Smartwatch,Garmin Fenix,Garmin Fenix 6S,A794,1,499,39.92,TRUE
4443,23/2/2023,Saudi Arabia,jeddah,jd03,21.4858,39.1925,danah,kiwan,danah.kiwan@mail.com,Tel: 5931134669,VR Headset,HTC Vive,HTC Vive Cosmos Elite,P255,1,899,26.97,TRUE
4444,23/2/2023,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,lama,hamshu,Lama.hamshu@mail.com,Tel: 5113246827,VR Headset,HP Reverb,HP Reverb G2,G323,1,599,23.96,TRUE
4445,23/2/2023,USA,las vegas,lv01,36.1699,-115.1398,lama,abu,lama.abu@mail.com,Tel: 5981192236,Laptop,Lenovo Legion,Lenovo Legion 7i,S384,1,1499,149.9,TRUE
4446,23/2/2023,Saudi Arabia,jeddah,jd03,21.4858,39.1925,hamdah,almunzilijiu,HAMDAH.ALMUNZILIJIU@MAIL.COM,Tel: 5103041339,Laptop,Apple MacBook,"MacBook Pro 16""",R660,1,2399,143.94,FALSE
4447,23/2/2023,USA,new york,ny02,40.7312,-73.9998,aneam,almisri,Aneam.almisri@mail.com,Tel: 5456965840,Laptop,HP Envy,Envy 15,E166,5,1199,119.9,TRUE
4448,23/2/2023,USA,new york,ny03,40.7498,-73.9814,ayman,qarh,ayman.qarh@mail.com,Tel: 5053402299,Smart Speaker,Sonos One,Sonos One SL,I470,1,179,5.37,TRUE
4449,23/2/2023,Egypt,asyut,at01,27.1809,31.1837,ghayth,alhizae,GHAYTH.ALHIZAE@MAIL.COM,Tel: 5493430534,VR Headset,Oculus Rift S,Oculus Rift 2,P950,1,499,49.9,TRUE
4450,23/2/2023,Saudi Arabia,jeddah,jd01,21.5433,39.1728,rasha,allaadhiqanii,Rasha.allaadhiqanii@mail.com,Tel: 5789179492,Headphones,JBL Live,JBL Live 650BTNC,F340,1,149,8.94,TRUE
4451,23/2/2023,USA,washington,wh01,38.9072,-77.0369,alaa,ghunum,alaa.ghunum@mail.com,Tel: 5804985701,Fitness Tracker,Withings Move,Withings Move ECG,Y590,1,129,7.74,TRUE
4452,23/2/2023,USA,washington,wh01,38.9072,-77.0369,khalid,salhany,KHALID.SALHANY@MAIL.COM,Tel: 5092068983,Gaming Console,Nintendo Switch,Nintendo Switch Lite,R236,1,199,11.94,FALSE
4453,23/2/2023,USA,new york,ny01,40.7128,-74.006,tariq,aleid,Tariq.aleid@mail.com,Tel: 5220757340,Fitness Tracker,Fitbit Charge,Fitbit Charge 3,J345,1,99,6.93,FALSE
4454,23/2/2023,Saudi Arabia,aseer,as01,18.2311,42.5004,ruba,daeas,Ruba.daeas@mail.com,Tel: 5946089234,Fitness Tracker,Garmin Approach,Garmin Approach S62,R814,2,499,29.94,FALSE
4455,23/2/2023,Egypt,asyut,at01,27.1809,31.1837,emam,khiat,emam.khiat@mail.com,Tel: 5421888083,Gaming Console,Retro Console,Super NES Classic,H574,1,99,2.97,TRUE
4456,23/2/2023,USA,new york,ny02,40.7312,-73.9998,diea,saeluk,DIEA.SAELUK@MAIL.COM,Tel: 5445727532,Laptop,ASUS ROG,ASUS ROG Strix Scar 17,L427,1,1999,,FALSE
4457,23/2/2023,Syria,homs,hs01,34.7326,36.7136,mahir,alghurani,Mahir.alghurani@mail.com,Tel: 5020288030,Laptop,ASUS ROG,ASUS ROG Zephyrus G14,F981,1,1299,25.98,TRUE
4458,23/2/2023,Syria,aleppo,al01,36.2021,37.1343,mari,alqasir,Mari.alqasir@mail.com,Tel: 5177504732,Smartwatch,Fossil Gen,Fossil Gen 5E,E804,1,199,3.98,TRUE
4459,23/2/2023,USA,new york,ny02,40.7312,-73.9998,rinah,zinu,RINAH.ZINU@MAIL.COM,Tel: 5419729980,VR Headset,Valve Index,Valve Index VR Kit,J194,1,999,99.9,TRUE
4460,23/2/2023,Syria,damascus,ds02,33.5146,36.3084,jihad,alkinaya,Jihad.alkinaya@mail.com,Tel: 5412783847,Smartwatch,Huawei Watch,Huawei Watch GT 2e,A557,3,129,23.22,TRUE
4461,23/2/2023,USA,las vegas,lv01,36.1699,-115.1398,lilas,srdar,LILAS.SRDAR@MAIL.COM,Tel: 5732232083,Smart Speaker,JBL Link,JBL Link 500,Y446,2,249,19.92,TRUE
4462,23/2/2023,Egypt,cairo,cr03,30.0444,31.2357,abd alruhmin,aldahan,ABD ALRUHMIN.ALDAHAN@MAIL.COM,Tel: 5333988589,Gaming Console,Sony PlayStation,PlayStation 4,X915,1,299,20.93,TRUE
4463,23/2/2023,Saudi Arabia,jeddah,jd02,21.4858,39.1925,alaa,hawria,alaa.hawria@mail.com,Tel: 5644749535,Smart Speaker,Sonos One,Sonos Move,H016,2,399,47.88,FALSE
4464,23/2/2023,Saudi Arabia,jeddah,jd01,21.5433,39.1728,asama,altaynawi,ASAMA.ALTAYNAWI@MAIL.COM,Tel: 5807833518,Headphones,Bose QuietComfort,QC35 II,B265,2,299,,TRUE
4465,23/2/2023,Saudi Arabia,jeddah,jd01,21.5433,39.1728,razan,shbyb,razan.shbyb@mail.com,Tel: 5121492130,Smart Speaker,Amazon Echo,Echo Show 8,J730,1,129,10.32,TRUE
4466,23/2/2023,France,paris,ps01,48.8566,2.3522,tana,ratib,TANA.RATIB@MAIL.COM,Tel: 5598103203,Fitness Tracker,Fitbit Versa,Fitbit Versa 2,T587,1,179,12.53,FALSE
4467,23/2/2023,United Arab Emirates,fujairah,fj01,25.1286,56.3242,karam,alhamid,KARAM.ALHAMID@MAIL.COM,Tel: 5012476106,Smart Speaker,Google Nest Hub,Google Nest Hub (2nd Gen),Y590,1,99,2.97,TRUE
4468,23/2/2023,France,paris,ps01,48.8566,2.3522,basil,bdraldyn,Basil.bdraldyn@mail.com,Tel: 5732240739,Gaming Console,Nintendo Switch,Nintendo Switch Lite,E365,1,199,13.93,FALSE
4469,23/2/2023,Saudi Arabia,jeddah,jd01,21.5433,39.1728,samir,hamuwd,SAMIR.HAMUWD@MAIL.COM,Tel: 5138557097,Smartwatch,Apple Watch,Apple Watch Series 7,F376,1,399,39.9,TRUE
4470,23/2/2023,USA,las vegas,lv01,36.1699,-115.1398,batual,shadi alghazy,batual.shadi alghazy@mail.com,Tel: 5600877480,Smart Speaker,JBL Link,JBL Link 20,R236,1,99,3.96,TRUE
4471,23/2/2023,Egypt,asyut,at01,27.1809,31.1837,muhamad,astitih,Muhamad.astitih@mail.com,Tel: 5108910953,Smartphone,Google Pixel,Google Pixel 5a,F792,1,499,9.98,TRUE
4472,23/2/2023,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,abd alrazzaq,khayr,ABD ALRAZZAQ.KHAYR@MAIL.COM,Tel: 5984044967,Smartphone,OnePlus,OnePlus Nord 2,N742,1,399,23.94,FALSE
4473,23/2/2023,USA,new york,ny01,40.7128,-74.006,saeid,naeim,SAEID.NAEIM@MAIL.COM,Tel: 5411082699,Laptop,Dell XPS,XPS 15,E437,1,1599,159.9,TRUE
4474,23/2/2023,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,rafat,aljurmqaniu,Rafat.aljurmqaniu@mail.com,Tel: 5508499961,Tablet,Amazon Fire HD,Amazon Fire HD 8 Plus,I917,1,129,12.9,TRUE
4475,23/2/2023,Syria,aleppo,al01,36.2021,37.1343,ahmad,nasir,AHMAD.NASIR@MAIL.COM,Tel: 5143178385,Smart Speaker,Amazon Echo,Echo Show 8,K624,2,129,18.06,TRUE
4476,23/2/2023,Syria,damascus,ds02,33.5146,36.3084,dany,shalish,dany.shalish@mail.com,Tel: 5984046064,Laptop,Lenovo ThinkPad,ThinkPad X13,T332,1,999,49.95,TRUE
4477,23/2/2023,USA,new york,ny01,40.7128,-74.006,ahmad,nahlawi,ahmad.nahlawi@mail.com,Tel: 5409151432,Smartphone,Xiaomi Redmi,Xiaomi Redmi 10,Z409,1,199,11.94,FALSE
4478,23/2/2023,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,eala,earmush,eala.earmush@mail.com,Tel: 5899818221,Tablet,Lenovo Tab,Lenovo Tab M7,P200,1,79,7.9,TRUE
4479,23/2/2023,Syria,homs,hs01,34.7326,36.7136,ahmad,zyny,Ahmad.zyny@mail.com,Tel: 5838079473,Smartphone,Apple iPhone,iPhone SE,L025,1,399,39.9,TRUE
4480,23/2/2023,Egypt,cairo,cr03,30.0444,31.2357,rima,muhamad,RIMA.MUHAMAD@MAIL.COM,Tel: 5420056730,Headphones,Bose SoundSport,Bose SoundSport Free,W472,2,179,10.74,FALSE
4481,23/2/2023,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,lama,alshueranii,LAMA.ALSHUERANII@MAIL.COM,Tel: 5145104777,Smart Speaker,Sonos One,Sonos Move,R820,1,399,19.95,TRUE
4482,23/2/2023,Saudi Arabia,aseer,as01,18.2311,42.5004,kamilia,milatu,kamilia.milatu@mail.com,Tel: 5711565711,VR Headset,Oculus Quest,Oculus Quest 3,P437,1,599,59.9,FALSE
4483,23/2/2023,Saudi Arabia,jeddah,jd03,21.4858,39.1925,lbyb,alajw,Lbyb.alajw@mail.com,Tel: 5013518639,Tablet,Lenovo Tab,Lenovo Tab M7,Y087,1,79,7.9,TRUE
4484,23/2/2023,Egypt,cairo,cr02,30.0444,31.2357,iin,eibdalbaqi,iin.eibdalbaqi@mail.com,Tel: 5162878240,Laptop,HP Envy,Envy 15,A512,1,1199,71.94,TRUE
4485,23/2/2023,Syria,damascus,ds02,33.5146,36.3084,rima,husayn,RIMA.HUSAYN@MAIL.COM,Tel: 5832053628,Smart Speaker,Bose Home Speaker,Bose Home Speaker 500,W669,1,299,11.96,TRUE
4486,23/2/2023,Egypt,asyut,at01,27.1809,31.1837,lylas,warur,lylas.warur@mail.com,Tel: 5352940863,Smartwatch,Apple Watch,Apple Watch Series 7,P950,1,399,7.98,FALSE
4487,23/2/2023,Syria,homs,hs01,34.7326,36.7136,tala,eataya,TALA.EATAYA@MAIL.COM,Tel: 5111381365,VR Headset,Oculus Quest,Oculus Quest 3,Z612,13,599,545.09,TRUE
4488,23/2/2023,United Arab Emirates,dubai,db02,25.2048,55.2708,ayman,rghid,Ayman.rghid@mail.com,Tel: 5390238585,VR Headset,Valve Index,Valve Index VR Kit,S177,3,999,299.7,FALSE
4489,23/2/2023,USA,new york,ny02,40.7312,-73.9998,ayham,sabiq,ayham.sabiq@mail.com,Tel: 5920421036,Laptop,Microsoft Surface,Surface Laptop 4,Y720,2,1299,51.96,TRUE
4490,23/2/2023,Saudi Arabia,riyadh,rd01,24.7136,46.6753,eubay,rinkusi,EUBAY.RINKUSI@MAIL.COM,Tel: 5485048226,Smart Speaker,Google Nest Hub,Google Nest Hub (2nd Gen),S190,1,99,6.93,TRUE
4491,23/2/2023,Saudi Arabia,jeddah,jd01,21.5433,39.1728,muhamad,alghush,muhamad.alghush@mail.com,Tel: 5020462564,Laptop,HP Envy,Envy x360,H868,1,899,26.97,TRUE
4492,23/2/2023,Egypt,cairo,cr02,30.0444,31.2357,alysia,bytar,ALYSIA.BYTAR@MAIL.COM,Tel: 5849368022,Smart Speaker,Amazon Echo Show,Amazon Echo Show 10 (3rd Gen),Y449,1,249,,FALSE
4493,23/2/2023,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,faras,astitih,faras.astitih@mail.com,Tel: 5540763481,Smart Speaker,Google Nest,Nest Audio,G327,1,99,0.99,TRUE
4494,23/2/2023,France,paris,ps02,48.8566,2.3522,mazin,hmshw,Mazin.hmshw@mail.com,Tel: 5015057947,Smartwatch,Huawei Watch,Huawei Watch Fit 2 Pro,G405,1,129,3.87,FALSE
4495,23/2/2023,Morocco,casablanca,cs01,33.5731,7.5898,ali,alkhalifa,ali.alkhalifa@mail.com,Tel: 5081766850,Digital Camera,Nikon Coolpix,Nikon Coolpix B500,F770,1,249,,TRUE
4496,23/2/2023,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,muhamad,kawaara,muhamad.kawaara@mail.com,Tel: 5406436934,Laptop,Microsoft Surface,Surface Laptop 4,H899,11,1299,1428.9,TRUE
4497,23/2/2023,Saudi Arabia,jeddah,jd01,21.5433,39.1728,ehab,malik,Ehab.malik@mail.com,Tel: 5130241428,Digital Camera,Fujifilm X Series,Fujifilm X-T4,C308,1,1699,50.97,TRUE
4498,23/2/2023,Saudi Arabia,dammam,dm01,26.3927,49.9777,omar,zarzur,Omar.zarzur@mail.com,Tel: 5615147730,VR Headset,Samsung Odyssey,Samsung Odyssey G9,A280,1,1499,119.92,TRUE
4499,23/2/2023,Egypt,cairo,cr01,30.0444,31.2357,ahmad,shams,AHMAD.SHAMS@MAIL.COM,Tel: 5383831036,Tablet,Samsung Galaxy Tab,Galaxy Tab A7,J753,1,179,8.95,TRUE
4500,23/2/2023,Saudi Arabia,jeddah,jd02,21.4858,39.1925,esamat,almala,ESAMAT.ALMALA@MAIL.COM,Tel: 5832312162,Tablet,Lenovo Tab,Lenovo Tab M7,E715,1,79,0.79,FALSE
4501,24/2/2023,Egypt,cairo,cr01,30.0444,31.2357,abd allah,altahhan,abd allah.altahhan@mail.com,Tel: 5985539396,Tablet,Samsung Galaxy Tab,Galaxy Tab S7,X906,1,649,45.43,TRUE
4502,24/2/2023,United Arab Emirates,dubai,db02,25.2048,55.2708,ghazal,dwalyby,GHAZAL.DWALYBY@MAIL.COM,Tel: 5603266402,Smartphone,Samsung Galaxy,Galaxy Z Fold 3,G599,13,1799,935.48,TRUE
4503,24/2/2023,USA,las vegas,lv01,36.1699,-115.1398,qays,marwan,QAYS.MARWAN@MAIL.COM,Tel: 5803351913,Digital Camera,Fujifilm X Series,Fujifilm X-T4,Z125,2,1699,237.86,FALSE
4504,24/2/2023,France,paris,ps01,48.8566,2.3522,ahmad,alnuwri,AHMAD.ALNUWRI@MAIL.COM,Tel: 5439132311,Smartphone,OnePlus,OnePlus Nord 2,E484,1,399,15.96,FALSE
4505,24/2/2023,United Arab Emirates,dubai,db02,25.2048,55.2708,muhamad,altawil,Muhamad.altawil@mail.com,Tel: 5032603506,Laptop,HP Envy,Envy 15,H632,1,1199,95.92,TRUE
4506,24/2/2023,USA,new york,ny03,40.7498,-73.9814,rim,alkinaya,rim.alkinaya@mail.com,Tel: 5123795394,Headphones,Sennheiser HD,Sennheiser HD 800 S,S384,2,1699,169.9,TRUE
4507,24/2/2023,France,paris,ps02,48.8566,2.3522,lama,aleisaa,LAMA.ALEISAA@MAIL.COM,Tel: 5682405347,Smartwatch,Samsung Gear,Samsung Gear Fit 4,C780,1,199,,TRUE
4508,24/2/2023,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,amjad,zazana,Amjad.zazana@mail.com,Tel: 5845772349,Tablet,Apple iPad Pro,"iPad Pro 11"" (5th Gen)",L412,1,899,35.96,TRUE
4509,24/2/2023,Syria,aleppo,al01,36.2021,37.1343,samir,husayn,Samir.husayn@mail.com,Tel: 5630793026,Gaming Console,Retro Console,Super NES Classic,G451,1,99,6.93,FALSE
4510,24/2/2023,Saudi Arabia,riyadh,rd01,24.7136,46.6753,muhamad,maeruf,Muhamad.maeruf@mail.com,Tel: 5649866787,Gaming Console,Nintendo Switch,Nintendo Switch Pro,R361,1,399,31.92,FALSE
4511,24/2/2023,Saudi Arabia,dammam,dm01,26.3927,49.9777,muhamad,marzuq,MUHAMAD.MARZUQ@MAIL.COM,Tel: 5946862542,Digital Camera,Sony Cyber-shot,Sony Cyber-shot HX99,U287,1,499,14.97,TRUE
4512,24/2/2023,USA,washington,wh01,38.9072,-77.0369,malik,khayti,malik.khayti@mail.com,Tel: 5482028264,Laptop,HP Envy,Envy 15,Q963,1,1199,,TRUE
4513,24/2/2023,Saudi Arabia,aseer,as01,18.2311,42.5004,rami,sybea,rami.sybea@mail.com,Tel: 5979970208,Laptop,Lenovo Legion,Lenovo Legion 5,J768,4,1099,219.8,FALSE
4514,24/2/2023,Syria,homs,hs01,34.7326,36.7136,kamilia,salhany,Kamilia.salhany@mail.com,Tel: 5036375248,Smart Speaker,Amazon Echo Show,Amazon Echo Show 8 (2nd Gen),R021,1,129,5.16,TRUE
4515,24/2/2023,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,abd alruhmin,eijrush,abd alruhmin.eijrush@mail.com,Tel: 5858760338,Tablet,Lenovo Tab,Lenovo Tab P11 Plus,Y692,1,299,14.95,TRUE
4516,24/2/2023,Morocco,casablanca,cs01,33.5731,7.5898,omar,abu,omar.abu@mail.com,Tel: 5894826001,VR Headset,HTC Vive,HTC Vive Cosmos Elite,T332,1,899,,TRUE
4517,24/2/2023,USA,las vegas,lv01,36.1699,-115.1398,mazin,alkhatib,MAZIN.ALKHATIB@MAIL.COM,Tel: 5217508917,Laptop,Dell XPS,XPS 15,K006,3,1599,191.88,TRUE
4518,24/2/2023,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,dalia,albaytar,DALIA.ALBAYTAR@MAIL.COM,Tel: 5718336265,VR Headset,Pimax Vision,Pimax Vision 5K Super,Y270,2,899,179.8,FALSE
4519,24/2/2023,USA,las vegas,lv01,36.1699,-115.1398,jihad,ghunum,JIHAD.GHUNUM@MAIL.COM,Tel: 5204067152,Laptop,Microsoft Surface,Surface Laptop 4,L043,2,1299,129.9,TRUE
4520,24/2/2023,USA,las vegas,lv01,36.1699,-115.1398,majdy,taliea,Majdy.taliea@mail.com,Tel: 5406265040,Smartwatch,Huawei Watch,Huawei Watch Fit 2 Pro,V236,1,129,5.16,TRUE
4521,24/2/2023,Saudi Arabia,jeddah,jd03,21.4858,39.1925,eala,alealiu,Eala.alealiu@mail.com,Tel: 5675846948,Smart Speaker,Harman Kardon,Harman Kardon Citation,A259,1,199,7.96,TRUE
4522,24/2/2023,USA,new york,ny02,40.7312,-73.9998,rasha,alkhatib,rasha.alkhatib@mail.com,Tel: 5612822465,Headphones,Sennheiser HD,Sennheiser HD 599 SE,K006,1,199,3.98,TRUE
4523,24/2/2023,USA,new york,ny02,40.7312,-73.9998,rabya,aleumurii,Rabya.aleumurii@mail.com,Tel: 5801314488,Digital Camera,Canon EOS,Canon EOS M50 Mark II,O867,6,649,389.4,TRUE
4524,24/2/2023,USA,new york,ny03,40.7498,-73.9814,rana,ziada,RANA.ZIADA@MAIL.COM,Tel: 5357902132,Smart Speaker,JBL Link,JBL Link 500,R660,1,249,14.94,TRUE
4525,24/2/2023,France,paris,ps01,48.8566,2.3522,fatin,darbika,FATIN.DARBIKA@MAIL.COM,Tel: 5779198834,Tablet,Apple iPad Pro,"iPad Pro 12.9"" (5th Gen)",R252,2,1099,219.8,TRUE
4526,24/2/2023,Saudi Arabia,jeddah,jd02,21.4858,39.1925,fadi,alkalu,FADI.ALKALU@MAIL.COM,Tel: 5722210009,Smart Speaker,Google Nest,Nest Hub (2nd Gen),B377,1,99,0.99,TRUE
4527,24/2/2023,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,abd alruhmin,murad,ABD ALRUHMIN.MURAD@MAIL.COM,Tel: 5003155601,Fitness Tracker,Huawei Band,Huawei Band 4 Pro,R426,1,49,0.49,TRUE
4528,24/2/2023,Saudi Arabia,riyadh,rd01,24.7136,46.6753,fadi,asamy,Fadi.asamy@mail.com,Tel: 5016206929,Smartphone,OnePlus,OnePlus Nord 2,Z612,1,399,15.96,TRUE
4529,24/2/2023,Syria,aleppo,al01,36.2021,37.1343,abd alhadi,ashbrh,Abd Alhadi.ashbrh@mail.com,Tel: 5388613982,Tablet,Lenovo Tab,Lenovo Tab P11 Plus,Q115,1,299,23.92,TRUE
4530,24/2/2023,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,tariq,aljabaei,TARIQ.ALJABAEI@MAIL.COM,Tel: 5044866739,Gaming Console,Nintendo Switch,Nintendo Switch OLED,T402,1,349,6.98,TRUE
4531,24/2/2023,Egypt,asyut,at01,27.1809,31.1837,kholoud,husu,KHOLOUD.HUSU@MAIL.COM,Tel: 5359593141,Smartphone,OnePlus,OnePlus 10 Pro,B112,4,999,79.92,FALSE
