Name,Age,Salary,Gender,Department,Position,Joining Date,Performance Score,Email,Phone Number
Frank,35,50000,Female,HR,Director,2019-12-01,F,user@domain.com,123-456-7890
Frank,40,65000,Male,Marketing,Director,2020-01-15,D,user@domain.com,
Eve,35,60065,Female,Marketing,Assistant,2019-12-01,F,,123-456-7890
Alice,30,50000,Other,Finance,Analyst,2018-05-04,B,,123-456-7890
Hannah,37,60065,Female,Marketing,Clerk,2019-12-01,A,,098-765-4321
Eve,25,59971,Female,Finance,Director,2019-12-01,A,email@example.com,123-456-7890
Eve,35,59756,Male,IT,Director,2019-12-01,F,,
Grace,40,70000,Male,Sales,Analyst,2019-03-25,C,,
David,50,65000,Female,IT,Director,2019-12-01,C,name@company.org,
Frank,25,60000,Other,Finance,Assistant,2020-02-20,F,name@company.org,098-765-4321
David,40,60000,Other,Finance,Assistant,2020-02-20,B,email@example.com,
Charlie,30,50000,Male,IT,Director,2020-01-15,C,name@company.org,555-555-5555
Grace,25,60261,Other,HR,Analyst,2019-03-25,F,,
Hannah,40,50000,Male,HR,Analyst,2020-01-15,B,email@example.com,555-555-5555
David,30,70000,Other,HR,Analyst,2020-02-20,B,,555-555-5555
Bob,35,70000,Female,Finance,Manager,2020-02-20,D,email@example.com,098-765-4321
Jack,50,55000,Male,Marketing,Director,2018-05-04,B,email@example.com,123-456-7890
Charlie,30,70000,Male,Finance,Analyst,2019-12-01,C,user@domain.com,555-555-5555
Alice,35,55000,Female,Marketing,Assistant,2020-02-20,C,user@domain.com,
Hannah,30,65000,Male,IT,Clerk,2020-01-15,F,email@example.com,123-456-7890
Charlie,30,50000,Other,Sales,Clerk,2020-01-15,F,name@company.org,
Jack,50,65000,Other,Marketing,Analyst,2019-12-01,B,user@domain.com,
Grace,35,70000,Male,HR,Clerk,2019-12-01,A,,123-456-7890
Jack,40,65000,Other,Finance,Clerk,2018-05-04,D,,123-456-7890
Eve,40,65000,Male,IT,Manager,2019-03-25,A,user@domain.com,
Jack,30,65000,Female,HR,Assistant,2020-01-15,B,email@example.com,098-765-4321
Eve,35,70000,Male,IT,Assistant,2019-12-01,B,name@company.org,
Grace,35,61011,Female,Sales,Manager,2020-01-15,A,,
Ivy,50,65000,Other,Finance,Manager,2019-12-01,D,user@domain.com,098-765-4321
Eve,37,55000,Female,Finance,Clerk,2020-02-20,A,name@company.org,123-456-7890
Alice,40,70000,Other,Sales,Director,2020-01-15,F,name@company.org,
Jack,50,65000,Male,Finance,Clerk,2020-02-20,C,name@company.org,
Jack,25,60065,Other,Marketing,Manager,2020-01-15,F,email@example.com,
Alice,40,70000,Male,IT,Assistant,2019-03-25,C,,098-765-4321
Bob,50,60000,Male,HR,Clerk,2018-05-04,B,name@company.org,
Frank,40,61011,Female,Sales,Director,2020-02-20,D,,098-765-4321
Ivy,37,55000,Female,Marketing,Clerk,2019-12-01,A,user@domain.com,123-456-7890
Hannah,25,65000,Female,HR,Analyst,2019-03-25,D,,098-765-4321
Eve,37,60000,Female,HR,Clerk,2020-01-15,A,email@example.com,098-765-4321
Alice,25,60000,Other,Sales,Manager,2020-02-20,F,email@example.com,
Grace,30,70000,Other,Marketing,Assistant,2020-01-15,F,,
Eve,50,60000,Other,HR,Assistant,2020-01-15,A,,
Frank,25,55000,Male,HR,Manager,2020-01-15,D,email@example.com,555-555-5555
Grace,35,55000,Other,Marketing,Analyst,2018-05-04,A,email@example.com,098-765-4321
Charlie,40,50000,Other,Finance,Manager,2018-05-04,B,,555-555-5555
Jack,25,55000,Other,HR,Clerk,2019-12-01,F,email@example.com,
Charlie,50,59756,Female,IT,Manager,2020-02-20,B,,
Eve,25,60000,Other,Marketing,Manager,2019-03-25,F,,
Frank,35,55000,Male,HR,Analyst,2019-03-25,F,,
Ivy,40,70000,Female,Sales,Clerk,2019-03-25,C,user@domain.com,
Eve,50,50000,Male,IT,Director,2020-01-15,B,,123-456-7890
Alice,50,60000,Other,HR,Director,2018-05-04,B,,098-765-4321
David,30,50000,Female,IT,Assistant,2020-02-20,C,user@domain.com,
Eve,35,60000,Male,IT,Manager,2020-01-15,D,name@company.org,
Jack,30,70000,Other,Finance,Assistant,2018-05-04,B,email@example.com,
Jack,50,50000,Male,IT,Analyst,2018-05-04,A,,
Eve,40,65000,Male,Finance,Director,2020-02-20,C,email@example.com,
Grace,25,60065,Male,Marketing,Manager,2020-02-20,B,,555-555-5555
David,25,59971,Other,Finance,Analyst,2020-02-20,D,email@example.com,098-765-4321
Alice,40,60000,Other,Sales,Analyst,2020-01-15,B,user@domain.com,098-765-4321
Eve,50,65000,Male,HR,Manager,2019-12-01,F,email@example.com,123-456-7890
Grace,25,50000,Female,Marketing,Analyst,2020-02-20,A,email@example.com,123-456-7890
Jack,25,65000,Female,Marketing,Manager,2019-12-01,C,email@example.com,123-456-7890
Jack,25,65000,Other,Sales,Manager,2020-01-15,F,name@company.org,098-765-4321
Frank,37,50000,Other,Finance,Clerk,2019-12-01,D,name@company.org,555-555-5555
Eve,35,70000,Other,HR,Assistant,2019-03-25,F,,098-765-4321
David,35,65000,Other,Finance,Analyst,2019-12-01,F,user@domain.com,098-765-4321
Bob,30,65000,Other,IT,Analyst,2020-02-20,D,email@example.com,098-765-4321
David,40,70000,Female,Finance,Clerk,2020-01-15,F,email@example.com,098-765-4321
Jack,40,65000,Other,Marketing,Clerk,2020-02-20,C,email@example.com,555-555-5555
Jack,40,65000,Male,HR,Clerk,2019-03-25,B,email@example.com,123-456-7890
Charlie,35,65000,Male,Finance,Director,2020-02-20,F,name@company.org,
Jack,35,60261,Female,HR,Director,2020-02-20,C,,123-456-7890
Alice,50,55000,Male,HR,Director,2020-02-20,B,,123-456-7890
Hannah,50,70000,Female,IT,Manager,2018-05-04,B,user@domain.com,
Eve,35,65000,Female,IT,Analyst,2019-03-25,F,email@example.com,098-765-4321
David,50,60065,Male,Marketing,Assistant,2020-02-20,C,,555-555-5555
Hannah,40,70000,Other,Sales,Manager,2020-02-20,F,,555-555-5555
Grace,30,60000,Male,HR,Analyst,2020-02-20,D,,123-456-7890
Bob,25,60000,Male,Sales,Analyst,2020-01-15,B,name@company.org,
Alice,37,65000,Female,Marketing,Clerk,2018-05-04,F,,
David,37,60261,Male,HR,Clerk,2020-01-15,B,,098-765-4321
Hannah,35,60261,Female,HR,Manager,2018-05-04,C,name@company.org,123-456-7890
Bob,37,70000,Other,Sales,Clerk,2020-02-20,A,,555-555-5555
Charlie,40,70000,Other,Finance,Analyst,2019-03-25,F,,
Alice,50,59756,Other,IT,Clerk,2019-12-01,F,,
Alice,40,70000,Male,Finance,Director,2019-12-01,B,name@company.org,123-456-7890
Charlie,35,61011,Female,Sales,Clerk,2020-02-20,C,email@example.com,
Eve,40,55000,Other,IT,Analyst,2020-01-15,D,user@domain.com,555-555-5555
Charlie,50,59971,Female,Finance,Manager,2019-03-25,C,,123-456-7890
Alice,30,60000,Female,IT,Assistant,2018-05-04,F,name@company.org,
Alice,35,70000,Other,HR,Clerk,2020-02-20,D,,
Hannah,30,59971,Other,Finance,Analyst,2019-03-25,C,name@company.org,098-765-4321
Jack,25,59756,Female,IT,Assistant,2019-03-25,A,user@domain.com,555-555-5555
Bob,30,70000,Other,IT,Assistant,2018-05-04,B,user@domain.com,555-555-5555
Charlie,25,55000,Female,IT,Director,2019-03-25,C,email@example.com,
Bob,25,55000,Female,Finance,Assistant,2020-01-15,C,email@example.com,123-456-7890
Charlie,30,70000,Other,Marketing,Analyst,2020-01-15,A,user@domain.com,
Grace,35,50000,Male,Finance,Analyst,2020-01-15,F,,
Alice,50,70000,Other,Sales,Clerk,2019-03-25,B,,098-765-4321
Jack,40,70000,Male,Finance,Clerk,2020-01-15,C,,098-765-4321
Hannah,40,55000,Female,IT,Clerk,2018-05-04,D,email@example.com,098-765-4321
Jack,50,55000,Female,HR,Assistant,2019-03-25,C,,
Jack,25,70000,Male,Finance,Assistant,2019-12-01,B,email@example.com,
Jack,25,70000,Female,Finance,Director,2019-03-25,C,user@domain.com,555-555-5555
Bob,35,70000,Male,IT,Clerk,2018-05-04,A,,123-456-7890
Charlie,35,55000,Male,HR,Manager,2019-12-01,C,,555-555-5555
Ivy,30,70000,Female,HR,Director,2019-03-25,C,user@domain.com,
Grace,25,70000,Male,Sales,Manager,2020-01-15,D,,555-555-5555
David,40,65000,Other,Finance,Assistant,2020-02-20,A,,
Jack,35,50000,Other,HR,Director,2020-02-20,A,name@company.org,098-765-4321
Eve,30,60000,Female,HR,Director,2020-01-15,C,email@example.com,
Bob,35,50000,Female,Marketing,Analyst,2020-02-20,D,,
Hannah,30,65000,Male,Marketing,Assistant,2020-02-20,C,user@domain.com,555-555-5555
David,30,60000,Male,HR,Assistant,2020-01-15,C,,
Ivy,50,70000,Male,Sales,Director,2020-01-15,B,,555-555-5555
Eve,25,65000,Male,HR,Assistant,2019-03-25,B,email@example.com,555-555-5555
Ivy,35,70000,Other,IT,Director,2019-03-25,D,name@company.org,
David,35,55000,Other,Finance,Analyst,2020-01-15,F,email@example.com,555-555-5555
Jack,50,61011,Female,Sales,Director,2018-05-04,B,,098-765-4321
Eve,40,65000,Male,IT,Assistant,2020-02-20,F,,555-555-5555
Ivy,40,55000,Male,Sales,Assistant,2019-03-25,A,,098-765-4321
Hannah,25,65000,Female,IT,Director,2020-02-20,B,,
Charlie,25,65000,Male,Finance,Director,2019-12-01,B,user@domain.com,
Alice,35,55000,Male,Finance,Director,2020-01-15,D,name@company.org,098-765-4321
Charlie,50,60000,Male,Marketing,Clerk,2018-05-04,F,,
David,40,50000,Male,IT,Assistant,2019-12-01,B,,
Bob,30,70000,Male,Marketing,Assistant,2019-12-01,B,,098-765-4321
Alice,35,65000,Female,IT,Clerk,2019-12-01,D,name@company.org,
Grace,25,70000,Male,Marketing,Director,2020-01-15,D,email@example.com,123-456-7890
Hannah,35,59971,Female,Finance,Analyst,2019-03-25,F,name@company.org,
Grace,35,55000,Male,Sales,Director,2020-01-15,A,name@company.org,
Eve,35,70000,Other,Marketing,Director,2019-03-25,A,name@company.org,
Alice,40,55000,Other,IT,Clerk,2019-12-01,C,,
Grace,25,70000,Other,IT,Assistant,2019-12-01,B,,555-555-5555
Grace,35,50000,Other,Finance,Director,2018-05-04,F,user@domain.com,
Ivy,25,50000,Female,IT,Assistant,2019-03-25,B,email@example.com,
Charlie,30,50000,Female,HR,Manager,2019-12-01,F,,098-765-4321
Ivy,35,50000,Male,Sales,Assistant,2020-02-20,F,name@company.org,123-456-7890
Alice,30,50000,Other,Marketing,Analyst,2018-05-04,F,email@example.com,555-555-5555
Alice,25,50000,Female,Sales,Analyst,2020-01-15,B,email@example.com,098-765-4321
David,25,55000,Male,Finance,Director,2018-05-04,D,user@domain.com,123-456-7890
Ivy,40,65000,Male,Marketing,Assistant,2020-02-20,B,,123-456-7890
Frank,35,70000,Female,Marketing,Director,2019-03-25,F,name@company.org,123-456-7890
Charlie,35,50000,Other,HR,Clerk,2020-01-15,C,,098-765-4321
Alice,30,55000,Male,Finance,Analyst,2020-01-15,A,user@domain.com,555-555-5555
David,35,55000,Other,IT,Director,2019-03-25,F,,555-555-5555
Ivy,50,55000,Other,HR,Clerk,2018-05-04,C,email@example.com,123-456-7890
Charlie,35,65000,Other,HR,Director,2019-12-01,D,name@company.org,098-765-4321
Ivy,40,70000,Male,Sales,Assistant,2018-05-04,F,,123-456-7890
Grace,30,65000,Other,Sales,Assistant,2020-02-20,C,user@domain.com,
David,30,60000,Male,Sales,Assistant,2019-12-01,F,,555-555-5555
Charlie,50,55000,Other,HR,Assistant,2018-05-04,B,email@example.com,
Jack,40,60000,Male,IT,Manager,2019-03-25,C,name@company.org,123-456-7890
Eve,37,60065,Other,Marketing,Clerk,2020-02-20,B,,
Eve,40,50000,Female,Sales,Clerk,2020-02-20,B,,555-555-5555
Charlie,35,50000,Other,IT,Assistant,2020-02-20,C,email@example.com,098-765-4321
Ivy,40,65000,Other,Finance,Manager,2019-12-01,A,,555-555-5555
David,40,70000,Male,Sales,Assistant,2020-01-15,C,user@domain.com,098-765-4321
Eve,25,60000,Male,Marketing,Manager,2019-12-01,A,,098-765-4321
David,30,70000,Other,Finance,Assistant,2018-05-04,F,,123-456-7890
Eve,40,65000,Female,Finance,Analyst,2020-01-15,F,,123-456-7890
Grace,50,50000,Female,Marketing,Analyst,2018-05-04,C,email@example.com,555-555-5555
Ivy,40,70000,Male,Sales,Director,2020-01-15,F,email@example.com,
Grace,35,70000,Female,HR,Assistant,2019-12-01,D,user@domain.com,555-555-5555
Eve,30,50000,Other,Marketing,Clerk,2020-02-20,B,,
Jack,35,60000,Male,Marketing,Director,2019-03-25,B,email@example.com,098-765-4321
Jack,30,50000,Other,Marketing,Analyst,2020-02-20,A,user@domain.com,098-765-4321
Grace,35,70000,Male,Finance,Assistant,2019-12-01,F,user@domain.com,123-456-7890
Jack,40,60000,Male,IT,Director,2020-01-15,A,,
Eve,40,60000,Male,HR,Assistant,2020-02-20,B,name@company.org,123-456-7890
Charlie,25,50000,Male,Sales,Analyst,2019-12-01,B,,
Grace,50,70000,Female,Sales,Director,2018-05-04,F,name@company.org,555-555-5555
Bob,35,65000,Other,IT,Analyst,2019-03-25,D,user@domain.com,555-555-5555
Ivy,35,70000,Other,Marketing,Manager,2020-02-20,D,email@example.com,
Jack,25,55000,Other,HR,Analyst,2020-01-15,F,,123-456-7890
Jack,35,61011,Male,Sales,Assistant,2018-05-04,F,user@domain.com,123-456-7890
Alice,35,65000,Female,Sales,Clerk,2019-12-01,A,email@example.com,
Frank,25,60000,Other,Marketing,Analyst,2019-03-25,F,user@domain.com,555-555-5555
Grace,40,65000,Female,IT,Clerk,2020-01-15,D,,123-456-7890
Hannah,35,60000,Male,HR,Manager,2019-12-01,F,name@company.org,
Jack,40,60000,Other,IT,Director,2019-12-01,A,user@domain.com,555-555-5555
Ivy,25,65000,Female,IT,Director,2020-02-20,A,email@example.com,
Bob,40,60000,Male,HR,Clerk,2020-02-20,A,,
Jack,30,60000,Female,HR,Director,2020-01-15,A,,098-765-4321
Bob,35,55000,Other,Sales,Analyst,2019-12-01,C,,
Eve,35,70000,Other,Sales,Clerk,2020-02-20,F,name@company.org,
Eve,50,70000,Male,HR,Assistant,2019-03-25,B,,123-456-7890
Frank,35,59971,Male,Finance,Analyst,2019-03-25,F,,098-765-4321
Charlie,40,61011,Male,Sales,Analyst,2019-12-01,C,email@example.com,
Hannah,35,55000,Female,Finance,Analyst,2020-02-20,A,user@domain.com,123-456-7890
Alice,40,60261,Female,HR,Assistant,2020-01-15,C,name@company.org,098-765-4321
Frank,30,65000,Female,Sales,Manager,2020-01-15,D,,555-555-5555
David,25,50000,Male,IT,Director,2020-01-15,D,name@company.org,123-456-7890
Alice,35,50000,Other,HR,Clerk,2019-03-25,F,,
Grace,30,50000,Other,Marketing,Manager,2020-02-20,F,name@company.org,
Ivy,30,55000,Female,Finance,Clerk,2020-02-20,B,,098-765-4321
David,35,55000,Female,HR,Director,2019-03-25,B,user@domain.com,123-456-7890
David,40,60000,Other,HR,Assistant,2020-01-15,D,user@domain.com,555-555-5555
Frank,50,50000,Other,Sales,Analyst,2020-01-15,A,name@company.org,
Charlie,30,65000,Female,Sales,Analyst,2019-12-01,C,email@example.com,
Frank,35,61011,Female,Sales,Assistant,2018-05-04,B,name@company.org,123-456-7890
Grace,30,65000,Other,Marketing,Manager,2020-02-20,B,,555-555-5555
Jack,50,61011,Male,Sales,Manager,2020-02-20,A,user@domain.com,098-765-4321
Jack,40,50000,Female,HR,Clerk,2020-02-20,A,user@domain.com,123-456-7890
Charlie,40,50000,Other,Sales,Assistant,2018-05-04,F,user@domain.com,098-765-4321
Grace,35,50000,Other,IT,Manager,2019-12-01,C,email@example.com,
Charlie,30,55000,Other,Sales,Assistant,2018-05-04,A,email@example.com,098-765-4321
Bob,40,60065,Other,Marketing,Director,2020-01-15,B,,555-555-5555
Jack,50,55000,Male,IT,Analyst,2020-01-15,B,name@company.org,
David,35,55000,Other,HR,Analyst,2020-02-20,D,name@company.org,555-555-5555
Hannah,25,70000,Female,HR,Analyst,2019-03-25,A,,098-765-4321
Ivy,25,65000,Male,Finance,Assistant,2020-02-20,F,user@domain.com,123-456-7890
Grace,25,65000,Other,IT,Assistant,2019-03-25,C,email@example.com,
Alice,30,60000,Male,Finance,Clerk,2018-05-04,F,,
Charlie,35,55000,Female,IT,Analyst,2020-01-15,B,,123-456-7890
Ivy,40,59756,Other,IT,Clerk,2019-03-25,F,email@example.com,123-456-7890
Alice,35,70000,Female,Marketing,Analyst,2018-05-04,B,name@company.org,555-555-5555
Ivy,50,70000,Other,Finance,Clerk,2020-01-15,B,user@domain.com,098-765-4321
Hannah,35,65000,Other,Marketing,Clerk,2019-03-25,B,name@company.org,555-555-5555
Alice,50,55000,Other,IT,Director,2020-02-20,B,,098-765-4321
Frank,30,60000,Other,HR,Clerk,2020-02-20,B,user@domain.com,555-555-5555
Eve,25,55000,Other,IT,Assistant,2020-02-20,D,,123-456-7890
Frank,30,50000,Male,Marketing,Clerk,2018-05-04,F,,
Jack,35,55000,Other,Finance,Analyst,2020-02-20,D,name@company.org,098-765-4321
Eve,37,50000,Other,Finance,Clerk,2019-12-01,D,name@company.org,
Frank,50,50000,Male,Marketing,Manager,2020-01-15,A,name@company.org,
Eve,40,60000,Male,Finance,Analyst,2018-05-04,A,email@example.com,123-456-7890
Eve,40,61011,Male,Sales,Manager,2020-02-20,A,,555-555-5555
David,50,65000,Male,HR,Analyst,2020-01-15,C,user@domain.com,555-555-5555
Charlie,35,55000,Male,HR,Assistant,2019-03-25,A,name@company.org,123-456-7890
Charlie,35,50000,Male,HR,Assistant,2020-02-20,F,name@company.org,
David,35,55000,Other,Finance,Assistant,2020-01-15,D,email@example.com,
Ivy,30,59971,Other,Finance,Manager,2019-12-01,F,user@domain.com,555-555-5555
Bob,35,65000,Female,IT,Director,2019-03-25,A,,098-765-4321
Ivy,35,59756,Other,IT,Analyst,2019-12-01,C,,
Alice,25,65000,Other,HR,Assistant,2020-01-15,C,email@example.com,098-765-4321
Alice,35,70000,Male,Sales,Analyst,2019-12-01,D,,
Eve,50,65000,Male,IT,Manager,2020-01-15,F,,098-765-4321
Frank,25,60000,Other,IT,Director,2020-01-15,B,name@company.org,
Frank,30,59971,Female,Finance,Manager,2019-12-01,F,name@company.org,098-765-4321
Charlie,50,50000,Male,Sales,Analyst,2020-01-15,A,user@domain.com,098-765-4321
Grace,25,70000,Other,HR,Director,2020-02-20,B,,098-765-4321
Ivy,50,60000,Other,IT,Director,2020-01-15,C,name@company.org,098-765-4321
Jack,30,55000,Female,Sales,Manager,2018-05-04,D,name@company.org,123-456-7890
Hannah,35,61011,Female,Sales,Assistant,2020-01-15,D,user@domain.com,
Frank,30,50000,Male,HR,Analyst,2018-05-04,C,,
Hannah,30,65000,Female,Sales,Clerk,2020-01-15,A,name@company.org,
Eve,50,50000,Other,Sales,Clerk,2020-01-15,C,email@example.com,123-456-7890
Hannah,40,55000,Other,Sales,Manager,2019-12-01,A,email@example.com,123-456-7890
Jack,35,70000,Female,IT,Analyst,2020-02-20,B,,123-456-7890
David,35,70000,Female,HR,Analyst,2020-02-20,C,,123-456-7890
Jack,35,61011,Female,Sales,Manager,2019-03-25,A,user@domain.com,098-765-4321
Hannah,35,70000,Female,Sales,Analyst,2019-12-01,B,email@example.com,
Jack,35,59756,Male,IT,Assistant,2019-12-01,C,email@example.com,555-555-5555
Bob,40,60261,Female,HR,Manager,2020-02-20,D,,
Eve,35,59971,Male,Finance,Assistant,2019-12-01,C,,123-456-7890
Ivy,40,65000,Other,IT,Analyst,2020-02-20,F,,
David,35,60000,Female,HR,Manager,2019-12-01,C,,123-456-7890
Frank,25,61011,Male,Sales,Analyst,2020-01-15,F,email@example.com,123-456-7890
Alice,50,60261,Female,HR,Manager,2020-02-20,B,user@domain.com,123-456-7890
Ivy,35,60000,Other,HR,Analyst,2020-02-20,C,email@example.com,123-456-7890
Alice,35,50000,Other,HR,Assistant,2018-05-04,B,,123-456-7890
Eve,30,59971,Other,Finance,Assistant,2019-12-01,B,email@example.com,
David,30,65000,Female,HR,Analyst,2019-12-01,A,user@domain.com,
Charlie,30,70000,Female,Finance,Manager,2020-02-20,B,name@company.org,123-456-7890
Frank,50,70000,Male,Sales,Clerk,2020-01-15,B,email@example.com,123-456-7890
Bob,30,55000,Other,Finance,Assistant,2020-01-15,C,,123-456-7890
Charlie,40,55000,Female,Sales,Assistant,2020-01-15,C,name@company.org,123-456-7890
Eve,37,70000,Other,Sales,Clerk,2019-12-01,D,,098-765-4321
Ivy,25,70000,Other,Finance,Analyst,2018-05-04,A,,098-765-4321
Bob,35,65000,Male,IT,Manager,2020-02-20,B,,555-555-5555
Jack,40,60000,Male,Marketing,Analyst,2019-03-25,A,email@example.com,123-456-7890
Hannah,25,55000,Male,HR,Director,2018-05-04,F,,555-555-5555
Bob,40,60000,Male,Marketing,Assistant,2019-03-25,B,name@company.org,
Eve,40,65000,Other,HR,Director,2018-05-04,A,user@domain.com,555-555-5555
Grace,35,70000,Male,HR,Assistant,2020-01-15,D,,
Hannah,35,61011,Male,Sales,Assistant,2019-12-01,D,email@example.com,098-765-4321
Alice,30,60000,Male,HR,Director,2019-03-25,B,,098-765-4321
Frank,50,70000,Male,HR,Director,2018-05-04,F,user@domain.com,123-456-7890
Alice,35,70000,Other,Finance,Analyst,2019-12-01,D,name@company.org,123-456-7890
Bob,50,50000,Male,Marketing,Director,2019-03-25,D,,
Alice,35,60000,Other,Finance,Analyst,2020-02-20,F,,
Eve,35,60261,Female,HR,Analyst,2018-05-04,A,user@domain.com,
Jack,35,60000,Other,Sales,Analyst,2020-02-20,D,email@example.com,123-456-7890
Ivy,25,70000,Other,Finance,Assistant,2020-01-15,C,name@company.org,123-456-7890
Frank,50,59971,Male,Finance,Assistant,2020-02-20,D,user@domain.com,
Alice,35,65000,Female,IT,Director,2020-02-20,A,,
Alice,35,50000,Female,HR,Assistant,2018-05-04,A,name@company.org,
Bob,40,70000,Female,Sales,Director,2020-01-15,B,,098-765-4321
Ivy,40,55000,Female,Finance,Assistant,2020-02-20,C,user@domain.com,555-555-5555
Charlie,40,55000,Other,Finance,Manager,2019-12-01,A,,555-555-5555
Alice,35,50000,Female,Sales,Manager,2019-03-25,F,,123-456-7890
Eve,35,65000,Other,HR,Director,2020-02-20,C,,098-765-4321
Grace,50,70000,Other,IT,Assistant,2020-01-15,C,email@example.com,
Frank,35,60000,Other,Finance,Assistant,2020-02-20,F,,123-456-7890
Alice,25,50000,Female,IT,Analyst,2019-03-25,D,,098-765-4321
Eve,40,65000,Male,Marketing,Clerk,2020-01-15,F,,
Eve,35,60000,Male,HR,Director,2018-05-04,F,name@company.org,098-765-4321
Frank,35,55000,Female,Marketing,Clerk,2020-01-15,D,,123-456-7890
Charlie,25,55000,Male,Marketing,Clerk,2018-05-04,D,,555-555-5555
Eve,30,60000,Male,Marketing,Director,2020-01-15,D,user@domain.com,
Grace,35,50000,Other,HR,Assistant,2019-03-25,D,email@example.com,
Eve,50,55000,Other,HR,Director,2019-03-25,D,name@company.org,098-765-4321
Eve,30,70000,Female,Sales,Clerk,2020-01-15,F,,123-456-7890
Eve,40,59756,Female,IT,Assistant,2020-02-20,B,user@domain.com,123-456-7890
Jack,35,60000,Male,IT,Manager,2019-03-25,B,email@example.com,
Jack,25,60000,Other,Sales,Director,2018-05-04,A,name@company.org,123-456-7890
Charlie,25,55000,Female,Sales,Director,2018-05-04,B,name@company.org,123-456-7890
Alice,35,50000,Female,Marketing,Assistant,2019-12-01,B,,
Eve,30,70000,Female,Sales,Manager,2018-05-04,F,name@company.org,
Ivy,35,50000,Female,Finance,Manager,2019-12-01,D,user@domain.com,555-555-5555
Alice,35,65000,Female,IT,Assistant,2020-01-15,D,name@company.org,555-555-5555
Charlie,35,65000,Female,Sales,Analyst,2020-01-15,F,,098-765-4321
David,50,59971,Male,Finance,Director,2020-01-15,B,user@domain.com,
Alice,25,55000,Other,Finance,Director,2020-02-20,F,email@example.com,098-765-4321
Alice,25,55000,Other,Finance,Clerk,2020-02-20,A,email@example.com,555-555-5555
Hannah,40,55000,Female,Finance,Assistant,2019-12-01,D,,
Bob,40,60065,Other,Marketing,Clerk,2018-05-04,C,,123-456-7890
Hannah,35,65000,Other,Finance,Clerk,2018-05-04,A,,555-555-5555
Grace,50,50000,Other,Marketing,Manager,2020-01-15,A,email@example.com,
Jack,30,60065,Female,Marketing,Director,2019-03-25,F,email@example.com,555-555-5555
Jack,37,59971,Female,Finance,Clerk,2020-02-20,B,email@example.com,
Bob,35,50000,Other,IT,Manager,2020-02-20,D,email@example.com,
Frank,40,55000,Other,Finance,Assistant,2020-01-15,C,name@company.org,
Frank,37,70000,Female,Finance,Clerk,2020-02-20,A,user@domain.com,098-765-4321
Charlie,40,50000,Male,Finance,Director,2020-01-15,C,user@domain.com,
Bob,37,65000,Other,IT,Clerk,2019-12-01,B,,555-555-5555
Alice,30,60000,Male,HR,Assistant,2018-05-04,B,name@company.org,
Frank,35,60000,Other,HR,Clerk,2019-03-25,C,email@example.com,123-456-7890
Eve,35,60065,Male,Marketing,Director,2018-05-04,D,email@example.com,555-555-5555
Ivy,50,60000,Male,Marketing,Manager,2018-05-04,B,,
Alice,25,70000,Male,IT,Director,2019-12-01,C,,
Grace,50,55000,Female,Sales,Manager,2020-02-20,A,,123-456-7890
Eve,50,65000,Male,HR,Analyst,2019-03-25,C,email@example.com,
Eve,25,70000,Male,Marketing,Director,2020-02-20,C,,555-555-5555
Bob,50,65000,Male,HR,Director,2018-05-04,F,name@company.org,555-555-5555
Charlie,35,65000,Other,IT,Assistant,2020-01-15,B,user@domain.com,123-456-7890
Grace,37,55000,Male,IT,Clerk,2018-05-04,D,email@example.com,
Frank,35,61011,Other,Sales,Manager,2020-02-20,D,name@company.org,555-555-5555
Bob,25,60000,Male,Sales,Manager,2018-05-04,F,email@example.com,555-555-5555
Frank,50,55000,Male,IT,Assistant,2020-01-15,D,,555-555-5555
Bob,25,70000,Female,Marketing,Assistant,2019-12-01,C,,
Bob,37,60261,Other,HR,Clerk,2020-02-20,F,,123-456-7890
Bob,50,70000,Male,Finance,Clerk,2018-05-04,A,user@domain.com,555-555-5555
Charlie,50,61011,Other,Sales,Director,2020-02-20,B,,
Bob,40,70000,Other,Finance,Analyst,2019-12-01,B,email@example.com,
David,40,55000,Female,Marketing,Clerk,2018-05-04,B,,098-765-4321
Ivy,30,61011,Female,Sales,Assistant,2018-05-04,C,email@example.com,123-456-7890
Frank,35,59971,Female,Finance,Clerk,2020-02-20,A,user@domain.com,
Alice,40,65000,Female,Marketing,Manager,2020-02-20,F,,555-555-5555
Hannah,25,65000,Female,HR,Analyst,2020-01-15,F,,098-765-4321
Grace,40,50000,Female,Marketing,Director,2019-12-01,B,,123-456-7890
Jack,30,70000,Female,Sales,Manager,2020-01-15,A,,
Charlie,50,65000,Female,IT,Manager,2018-05-04,A,,098-765-4321
Alice,30,50000,Male,HR,Analyst,2020-02-20,A,,098-765-4321
Eve,50,65000,Other,Finance,Director,2018-05-04,D,,
David,50,70000,Female,Sales,Assistant,2018-05-04,D,email@example.com,123-456-7890
Jack,35,59756,Female,IT,Director,2019-03-25,B,user@domain.com,
Hannah,40,60000,Other,Marketing,Clerk,2019-03-25,A,,
Alice,25,70000,Male,IT,Manager,2018-05-04,A,email@example.com,555-555-5555
Jack,25,55000,Other,Sales,Clerk,2020-02-20,F,,
Alice,35,65000,Other,Sales,Assistant,2018-05-04,F,email@example.com,098-765-4321
David,50,65000,Female,IT,Clerk,2019-03-25,B,,123-456-7890
Hannah,25,60065,Other,Marketing,Director,2020-02-20,A,,
