Order ID,Order Date,Country,City,Branch,Lat,Lng,Customer First Name,Customer Last Name,Email,Phone Number,Category,Sub Category,Item,SalesPerson ID,Quantity,Unit Price,Discount,Status,Year,Month,Month Name,Phone Valid,Email Valid
3492.0,2023-02-12,France,Paris,ps02,48.8566,2.3522,jamal,nhl,jamal.nhl@mail.com,5297307318,Headphones,Sony WH,Sony WH-1000XM4,U646,1.0,349.0,34.9,True,2023.0,2.0,February,True,True
3493.0,2023-02-12,USA,Las Vegas,lv01,36.1699,-115.1398,ahmad,alttahir,ahmad.alttahir@mail.com,5089423513,Gaming Console,Nintendo Switch,Nintendo Switch Lite,J730,3.0,199.0,11.94,True,2023.0,2.0,February,True,True
3494.0,2023-02-12,USA,New York,ny02,40.7312,-73.9998,hasan,dw,hasan.dw@mail.com,5154613446,Smart Speaker,Harman Kardon,Harman Kardon Citation,P344,1.0,199.0,19.9,False,2023.0,2.0,February,True,True
3495.0,2023-02-12,France,Paris,ps01,48.8566,2.3522,ahmad,alhumwi,ahmad.alhumwi@mail.com,5614610302,Tablet,Samsung Galaxy Tab,Galaxy Tab A7,B099,2.0,179.0,7.16,False,2023.0,2.0,February,True,True
3496.0,2023-02-12,Saudi Arabia,Aseer,as01,18.2311,42.5004,fadi,alrahil,fadi.alrahil@mail.com,5509737803,Smart Speaker,Amazon Echo,Echo Show 8,Z924,1.0,129.0,2.58,True,2023.0,2.0,February,True,True
3497.0,2023-02-12,USA,Washington,wh01,38.9072,-77.0369,ahmad,alzaebii,ahmad.alzaebii@mail.com,5047638129,Laptop,HP Pavilion,HP Pavilion x360,S855,1.0,649.0,45.43,True,2023.0,2.0,February,True,True
3498.0,2023-02-12,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,rana,eubayd,rana.eubayd@mail.com,5417718263,Headphones,Sennheiser HD,Sennheiser HD 450BT,P939,1.0,129.0,12.9,False,2023.0,2.0,February,True,True
3499.0,2023-02-12,Saudi Arabia,Dammam,dm01,26.3927,49.9777,hamdah,khayti,hamdah.khayti@mail.com,5009869414,Headphones,JBL Live,JBL Live 500BT,U470,2.0,99.0,5.94,True,2023.0,2.0,February,True,True
3500.0,2023-02-12,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,yasmin,almunajid,yasmin.almunajid@mail.com,5959200527,VR Headset,HTC Vive,HTC Vive Cosmos,N664,1.0,699.0,34.95,True,2023.0,2.0,February,True,True
3501.0,2023-02-12,Egypt,Cairo,cr02,30.0444,31.2357,dalia,aleasimii,dalia.aleasimii@mail.com,5561539434,VR Headset,Sony PlayStation,PlayStation VR,R777,1.0,299.0,11.96,True,2023.0,2.0,February,True,True
3502.0,2023-02-12,USA,New York,ny01,40.7128,-74.006,muhamad,alqalish,muhamad.alqalish@mail.com,5609012239,Laptop,Lenovo ThinkPad,ThinkPad X1 Carbon,I811,1.0,1499.0,29.98,False,2023.0,2.0,February,True,True
3503.0,2023-02-12,Syria,Aleppo,al01,36.2021,37.1343,razaan,dwalyby,razaan.dwalyby@mail.com,5120505764,Smart Speaker,Sonos One,Sonos Move,B206,8.0,399.0,191.52,True,2023.0,2.0,February,True,True
3504.0,2023-02-12,Morocco,Casablanca,cs01,33.5731,7.5898,hanan,musur,hanan.musur@mail.com,5420319560,Smartwatch,Fossil Gen,Fossil Gen 6,F786,1.0,299.0,17.94,True,2023.0,2.0,February,True,True
3505.0,2023-02-12,Egypt,Cairo,cr02,30.0444,31.2357,sami,musaa,sami.musaa@mail.com,5703586031,Digital Camera,Canon EOS R Series,Canon EOS R5,V535,1.0,3999.0,399.9,True,2023.0,2.0,February,True,True
3506.0,2023-02-12,USA,Las Vegas,lv01,36.1699,-115.1398,alaa,yaghmur,alaa.yaghmur@mail.com,5154753125,Headphones,Sony WH,Sony WH-CH710N,U950,3.0,129.0,23.22,False,2023.0,2.0,February,True,True
3507.0,2023-02-12,Egypt,Asyut,at01,27.1809,31.1837,fyfian,alsaedi,fyfian.alsaedi@mail.com,5741094345,Tablet,Apple iPad,"iPad Pro 12.9""",O251,3.0,999.0,299.7,True,2023.0,2.0,February,True,True
3508.0,2023-02-12,USA,Las Vegas,lv01,36.1699,-115.1398,ghazal,jabir,ghazal.jabir@mail.com,5712583051,Smart Speaker,Apple HomePod,Apple HomePod,K964,1.0,299.0,11.96,False,2023.0,2.0,February,True,True
3509.0,2023-02-12,USA,Washington,wh01,38.9072,-77.0369,emara,shanan,emara.shanan@mail.com,5509141920,Gaming Console,Nintendo Switch,Nintendo Switch Lite,W206,1.0,199.0,9.95,True,2023.0,2.0,February,True,True
3510.0,2023-02-12,USA,Las Vegas,lv01,36.1699,-115.1398,hasan,eisaa,hasan.eisaa@mail.com,5901542674,Tablet,Apple iPad,"iPad Pro 12.9""",H574,3.0,999.0,59.94,True,2023.0,2.0,February,True,True
3511.0,2023-02-12,United Arab Emirates,Abu Dhabi,ad02,24.4764,54.3705,muhamad,haydar,muhamad.haydar@mail.com,5950208870,Fitness Tracker,Huawei Band,Huawei Band 4 Pro,C377,1.0,49.0,3.92,False,2023.0,2.0,February,True,True
3512.0,2023-02-12,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,ibrahim,alhalib,ibrahim.alhalib@mail.com,5847250966,Fitness Tracker,Garmin Approach,Garmin Approach S62,J885,1.0,499.0,34.93,True,2023.0,2.0,February,True,True
3513.0,2023-02-12,Saudi Arabia,Dammam,dm01,26.3927,49.9777,ahmad,alqatish,ahmad.alqatish@mail.com,5737983823,Smartphone,Oppo Find,Oppo Find X4 Neo,X364,1.0,549.0,54.9,True,2023.0,2.0,February,True,True
3514.0,2023-02-12,USA,Las Vegas,lv01,36.1699,-115.1398,muhamad,salayk,muhamad.salayk@mail.com,5001347065,Tablet,Samsung Galaxy Tab,Galaxy Tab S8,R426,1.0,649.0,45.43,True,2023.0,2.0,February,True,True
3515.0,2023-02-12,USA,New York,ny03,40.7498,-73.9814,salim,aleass,salim.aleass@mail.com,5807715639,Smartphone,Samsung Galaxy,Galaxy S21 Ultra,T351,2.0,1199.0,95.92,False,2023.0,2.0,February,True,True
3516.0,2023-02-12,Syria,Aleppo,al01,36.2021,37.1343,muhamad,alnuwri,muhamad.alnuwri@mail.com,5607159993,Smart Speaker,Amazon Echo Show,Amazon Echo Show 10 (3rd Gen),T351,2.0,249.0,44.82,True,2023.0,2.0,February,True,True
3517.0,2023-02-12,Syria,Aleppo,al01,36.2021,37.1343,sayban,qadish,sayban.qadish@mail.com,5798652057,VR Headset,Oculus Rift S,Oculus Rift 2,Q468,1.0,499.0,9.98,False,2023.0,2.0,February,True,True
3518.0,2023-02-12,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,muhamad,alsyd,muhamad.alsyd@mail.com,5530810000,Headphones,Bose QuietComfort,QC45,U806,1.0,349.0,34.9,True,2023.0,2.0,February,True,True
3519.0,2023-02-12,Egypt,Cairo,cr01,30.0444,31.2357,ayman,dubus,ayman.dubus@mail.com,5516115337,VR Headset,HP Reverb G2 Omnicept,HP Reverb G2 Omnicept,G289,5.0,799.0,199.75,True,2023.0,2.0,February,True,True
3520.0,2023-02-12,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,riad,alqadi,riad.alqadi@mail.com,5283708610,Headphones,Jabra Elite,Jabra Elite 85t,L106,7.0,229.0,32.06,True,2023.0,2.0,February,True,True
3521.0,2023-02-12,Egypt,Cairo,cr01,30.0444,31.2357,iin,murad,iin.murad@mail.com,5144361963,Smartphone,Google Pixel,Google Pixel 6 Pro,N103,1.0,899.0,62.93,True,2023.0,2.0,February,True,True
3522.0,2023-02-12,Egypt,Cairo,cr02,30.0444,31.2357,muhamad,alshamy,muhamad.alshamy@mail.com,5956205983,Laptop,Lenovo Legion,Lenovo Legion 7i,W243,1.0,1499.0,104.93,True,2023.0,2.0,February,True,True
3523.0,2023-02-12,USA,Washington,wh01,38.9072,-77.0369,kamal,sultan,kamal.sultan@mail.com,5380470524,VR Headset,HP Reverb,HP Reverb G2,J073,1.0,599.0,11.98,False,2023.0,2.0,February,True,True
3524.0,2023-02-12,Saudi Arabia,Riyadh,rd02,24.7743,46.7386,hanan,aleabd,hanan.aleabd@mail.com,5311808594,Headphones,Jabra Elite,Jabra Elite 75t,B938,1.0,179.0,7.16,True,2023.0,2.0,February,True,True
3525.0,2023-02-12,Egypt,Cairo,cr02,30.0444,31.2357,zunar,iidris,zunar.iidris@mail.com,5884943831,Digital Camera,Canon EOS,Canon EOS M50 Mark II,T592,1.0,649.0,45.43,True,2023.0,2.0,February,True,True
3526.0,2023-02-12,France,Paris,ps01,48.8566,2.3522,muhamad,shakur,muhamad.shakur@mail.com,5695577280,VR Headset,HP Reverb G2 Omnicept,HP Reverb G2 Omnicept,Q992,1.0,799.0,63.92,False,2023.0,2.0,February,True,True
3527.0,2023-02-12,USA,Washington,wh01,38.9072,-77.0369,daniah,alqutb,daniah.alqutb@mail.com,5813059334,VR Headset,Oculus Quest,Oculus Quest 2 (256GB),E484,1.0,399.0,0.0,True,2023.0,2.0,February,True,True
3528.0,2023-02-12,USA,Las Vegas,lv01,36.1699,-115.1398,alaa,shanan,alaa.shanan@mail.com,5727522951,Gaming Console,Microsoft Xbox,Xbox Series S,P773,6.0,299.0,71.76,False,2023.0,2.0,February,True,True
3529.0,2023-02-12,USA,New York,ny01,40.7128,-74.006,ali,altibae,ali.altibae@mail.com,5935951169,Smartphone,Xiaomi Mi,Xiaomi Mi 11 Lite,J730,2.0,249.0,0.0,True,2023.0,2.0,February,True,True
3530.0,2023-02-12,USA,New York,ny01,40.7128,-74.006,muhamad,hylmyh,muhamad.hylmyh@mail.com,5901085267,Headphones,JBL Live,JBL Live 500BT,W669,1.0,99.0,4.95,False,2023.0,2.0,February,True,True
3531.0,2023-02-12,USA,Las Vegas,lv01,36.1699,-115.1398,sharihan,eilwan,sharihan.eilwan@mail.com,5569754033,Smartphone,Oppo Find,Oppo Find X4 Neo,C308,3.0,549.0,49.41,True,2023.0,2.0,February,True,True
3532.0,2023-02-12,Egypt,Asyut,at01,27.1809,31.1837,basil,musur,basil.musur@mail.com,5324265828,Gaming Console,Nintendo Switch,Nintendo Switch OLED Pro,R209,2.0,449.0,0.0,True,2023.0,2.0,February,True,True
3533.0,2023-02-12,Egypt,Cairo,cr02,30.0444,31.2357,amir,mulaliyun,amir.mulaliyun@mail.com,5005508650,Gaming Console,Nintendo Switch,Nintendo Switch OLED Pro,F655,6.0,449.0,107.76,False,2023.0,2.0,February,True,True
3534.0,2023-02-12,Egypt,Cairo,cr03,30.0444,31.2357,zaynab,salah aldiyn,zaynab.salahaldiyn@mail.com,5400756516,Smartwatch,Huawei Watch,Huawei Watch Fit 2 Pro,W206,1.0,129.0,5.16,True,2023.0,2.0,February,True,True
3535.0,2023-02-12,USA,Washington,wh01,38.9072,-77.0369,muhamad,saeid,muhamad.saeid@mail.com,5319831080,Headphones,Anker Soundcore,Anker Soundcore Liberty Air 2 Pro,Q963,1.0,99.0,4.95,True,2023.0,2.0,February,True,True
3536.0,2023-02-12,Syria,Damascus,ds02,33.5146,36.3084,ahmad,alhaj,ahmad.alhaj@mail.com,5296445542,Gaming Console,Sony PlayStation,PlayStation 4 Slim,S395,1.0,299.0,5.98,False,2023.0,2.0,February,True,True
3537.0,2023-02-12,USA,New York,ny03,40.7498,-73.9814,mazin,mahfud,mazin.mahfud@mail.com,5363178106,Smartwatch,Samsung Galaxy,Galaxy Watch Active 2,W242,1.0,249.0,9.96,True,2023.0,2.0,February,True,True
3538.0,2023-02-12,USA,Las Vegas,lv01,36.1699,-115.1398,amir,eali,amir.eali@mail.com,5891732487,Digital Camera,Canon EOS R Series,Canon EOS R,E365,1.0,1299.0,116.91,True,2023.0,2.0,February,True,True
3539.0,2023-02-13,USA,New York,ny02,40.7312,-73.9998,ghalib,murad,ghalib.murad@mail.com,5548703919,Tablet,Lenovo Tab,Lenovo Tab P11 Pro,P617,2.0,499.0,39.92,False,2023.0,2.0,February,True,True
3540.0,2023-02-13,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,raghad,ghunum,raghad.ghunum@mail.com,5902710541,Smartwatch,Huawei Watch,Huawei Watch GT 2e,Z509,1.0,129.0,12.9,True,2023.0,2.0,February,True,True
3541.0,2023-02-13,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,muhamad,qaziyha,muhamad.qaziyha@mail.com,5565006885,Smartphone,Xiaomi Redmi,Xiaomi Redmi Note 11 Pro,N658,1.0,299.0,23.92,False,2023.0,2.0,February,True,True
3542.0,2023-02-13,USA,Washington,wh01,38.9072,-77.0369,razaan,dbs,razaan.dbs@mail.com,5267960388,Smartwatch,Garmin Venu,Garmin Venu 2,C793,1.0,399.0,11.97,True,2023.0,2.0,February,True,True
3543.0,2023-02-13,Saudi Arabia,Riyadh,rd01,24.7136,46.6753,ramiz,husayn,ramiz.husayn@mail.com,5697524232,VR Headset,Valve Index,Valve Index VR Kit 2,P617,2.0,1199.0,95.92,True,2023.0,2.0,February,True,True
3544.0,2023-02-13,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,emar,asead,emar.asead@mail.com,5444125519,Fitness Tracker,Amazfit Bip,Amazfit Bip S,S384,3.0,49.0,10.29,True,2023.0,2.0,February,True,True
3545.0,2023-02-13,United Arab Emirates,Abu Dhabi,ad02,24.4764,54.3705,samir,yuzbik,samir.yuzbik@mail.com,5054892712,VR Headset,HP Reverb,HP Reverb G2,W336,1.0,599.0,59.9,True,2023.0,2.0,February,True,True
3546.0,2023-02-13,Saudi Arabia,Dammam,dm01,26.3927,49.9777,fatnh,alealiu,fatnh.alealiu@mail.com,5232418081,Tablet,Lenovo Tab,Lenovo Tab M7,R361,1.0,79.0,5.53,True,2023.0,2.0,February,True,True
3547.0,2023-02-13,Morocco,Casablanca,cs01,33.5731,7.5898,lama,nadaf,lama.nadaf@mail.com,5267632680,Smartphone,Xiaomi Mi,Xiaomi Mi 11 Lite,I561,1.0,249.0,19.92,False,2023.0,2.0,February,True,True
3548.0,2023-02-13,United Arab Emirates,Abu Dhabi,ad02,24.4764,54.3705,rwad,qadimati,rwad.qadimati@mail.com,5336408758,Headphones,Jabra Elite,Jabra Elite 85t,N077,1.0,229.0,18.32,True,2023.0,2.0,February,True,True
3549.0,2023-02-13,Syria,Damascus,ds02,33.5146,36.3084,faras,marwan,faras.marwan@mail.com,5264068152,Smartphone,Xiaomi Redmi,Xiaomi Redmi 10,Z901,1.0,199.0,19.9,True,2023.0,2.0,February,True,True
3550.0,2023-02-13,Egypt,Cairo,cr01,30.0444,31.2357,majd,salim,majd.salim@mail.com,5849718723,Laptop,Microsoft Surface,Surface Book 3,G817,2.0,1599.0,95.94,False,2023.0,2.0,February,True,True
3551.0,2023-02-13,Saudi Arabia,Aseer,as01,18.2311,42.5004,khalid,muhamad,khalid.muhamad@mail.com,5522044775,VR Headset,Pimax Vision,Pimax Vision 5K Super,P181,1.0,899.0,35.96,True,2023.0,2.0,February,True,True
3552.0,2023-02-13,United Arab Emirates,Abu Dhabi,ad02,24.4764,54.3705,ahmad,qdw,ahmad.qdw@mail.com,5836556110,Gaming Console,Microsoft Xbox,Xbox One X,Y449,1.0,299.0,20.93,True,2023.0,2.0,February,True,True
3553.0,2023-02-13,France,Paris,ps01,48.8566,2.3522,raghid,asamh,raghid.asamh@mail.com,5815727597,Fitness Tracker,Withings Move,Withings Move ECG,F655,1.0,129.0,9.03,True,2023.0,2.0,February,True,True
3554.0,2023-02-13,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,amjad,alghazi,amjad.alghazi@mail.com,5780163200,Headphones,Sennheiser HD,Sennheiser HD 800 S,S384,2.0,1699.0,203.88,True,2023.0,2.0,February,True,True
3555.0,2023-02-13,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,ayham,albieli,ayham.albieli@mail.com,5949652183,Smart Speaker,JBL Link,JBL Link 20,G817,1.0,99.0,0.0,True,2023.0,2.0,February,True,True
3556.0,2023-02-13,Syria,Homs,hs01,34.7326,36.7136,lwy,rajab,lwy.rajab@mail.com,5319565409,VR Headset,HP Reverb,HP Reverb G2,F693,1.0,599.0,0.0,True,2023.0,2.0,February,True,True
3557.0,2023-02-13,Egypt,Cairo,cr02,30.0444,31.2357,tariq,dakhal,tariq.dakhal@mail.com,5125388634,Smartphone,Oppo Find,Oppo Find X4 Pro,L061,1.0,899.0,62.93,False,2023.0,2.0,February,True,True
3558.0,2023-02-13,Syria,Homs,hs01,34.7326,36.7136,husam,alhusayn,husam.alhusayn@mail.com,5737787859,Gaming Console,Sony PlayStation,PlayStation 4,N038,1.0,299.0,5.98,True,2023.0,2.0,February,True,True
3559.0,2023-02-13,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,hasan,alsydawi,hasan.alsydawi@mail.com,5971028441,Smartphone,Xiaomi Redmi,Xiaomi Redmi 10,E166,2.0,199.0,7.96,True,2023.0,2.0,February,True,True
3560.0,2023-02-13,USA,New York,ny02,40.7312,-73.9998,muhamad,ayly,muhamad.ayly@mail.com,5083451333,Tablet,Samsung Galaxy Tab S,Galaxy Tab S7+,Y692,2.0,849.0,50.94,False,2023.0,2.0,February,True,True
3561.0,2023-02-13,United Arab Emirates,Dubai,db02,25.2048,55.2708,muhamad,almusaa,muhamad.almusaa@mail.com,5595018981,Gaming Console,Sony PlayStation,PlayStation 4 Slim,Z674,1.0,299.0,29.9,False,2023.0,2.0,February,True,True
3562.0,2023-02-13,Syria,Damascus,ds02,33.5146,36.3084,mahir,alhusayni,mahir.alhusayni@mail.com,5460272451,Digital Camera,Canon EOS R Series,Canon EOS R5,I876,1.0,3999.0,319.92,False,2023.0,2.0,February,True,True
3563.0,2023-02-13,USA,New York,ny03,40.7498,-73.9814,abd almalik,albaytar,abdalmalik.albaytar@mail.com,5613160808,Fitness Tracker,Garmin Approach,Garmin Approach S12,Z074,1.0,199.0,3.98,True,2023.0,2.0,February,True,True
3564.0,2023-02-13,Syria,Homs,hs01,34.7326,36.7136,sultan,alajw,sultan.alajw@mail.com,5951619809,Digital Camera,Nikon Z Series,Nikon Z7 II,T371,2.0,2299.0,321.86,True,2023.0,2.0,February,True,True
3565.0,2023-02-13,Syria,Aleppo,al01,36.2021,37.1343,zahir,sariji,zahir.sariji@mail.com,5962994603,Digital Camera,Nikon Z Series,Nikon Z50,P181,2.0,799.0,47.94,False,2023.0,2.0,February,True,True
3566.0,2023-02-13,Egypt,Cairo,cr03,30.0444,31.2357,jihad,alhmwi,jihad.alhmwi@mail.com,5309438076,Gaming Console,Microsoft Xbox,Xbox Series S,G587,3.0,299.0,26.91,True,2023.0,2.0,February,True,True
3567.0,2023-02-13,USA,New York,ny03,40.7498,-73.9814,aneam,eubdallah,aneam.eubdallah@mail.com,5812488467,Headphones,Jabra Elite,Jabra Elite 85t,W242,3.0,229.0,41.22,False,2023.0,2.0,February,True,True
3568.0,2023-02-13,United Arab Emirates,Abu Dhabi,ad02,24.4764,54.3705,mazin,alhmwi,mazin.alhmwi@mail.com,5555219568,Headphones,Jabra Elite,Jabra Elite 75t,U290,2.0,179.0,10.74,True,2023.0,2.0,February,True,True
3569.0,2023-02-13,United Arab Emirates,Abu Dhabi,ad01,24.4539,54.3773,bakr,tutwnji,bakr.tutwnji@mail.com,5663006135,Gaming Console,Nintendo Switch,Nintendo Switch OLED,R209,1.0,349.0,10.47,True,2023.0,2.0,February,True,True
3570.0,2023-02-13,Egypt,Asyut,at01,27.1809,31.1837,karam,sakar,karam.sakar@mail.com,5755652272,Smartwatch,Garmin Fenix,Garmin Fenix 6S,J940,1.0,499.0,49.9,False,2023.0,2.0,February,True,True
3571.0,2023-02-13,United Arab Emirates,Abu Dhabi,ad02,24.4764,54.3705,fadi,alsyd,fadi.alsyd@mail.com,5786262305,Smart Speaker,Google Nest Hub,Google Nest Hub (2nd Gen),M680,1.0,99.0,8.91,False,2023.0,2.0,February,True,True
3572.0,2023-02-13,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,rahaf,almurashihi,rahaf.almurashihi@mail.com,5252794499,Fitness Tracker,Amazfit GTR,Amazfit GTR 3,H574,1.0,169.0,1.69,True,2023.0,2.0,February,True,True
3573.0,2023-02-13,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,lama,mius,lama.mius@mail.com,5605369679,Laptop,Acer Swift,Acer Swift 3,G557,1.0,699.0,55.92,True,2023.0,2.0,February,True,True
3574.0,2023-02-13,Syria,Damascus,ds02,33.5146,36.3084,danah,alkhatib,danah.alkhatib@mail.com,5225776747,Tablet,Microsoft Surface,Surface Pro 7,Y998,2.0,799.0,95.88,False,2023.0,2.0,February,True,True
3575.0,2023-02-13,Syria,Homs,hs01,34.7326,36.7136,hasan,alhaj,hasan.alhaj@mail.com,5191865931,Digital Camera,Sony Alpha,Sony Alpha A6400,Z612,1.0,899.0,44.95,True,2023.0,2.0,February,True,True
3576.0,2023-02-13,USA,Las Vegas,lv01,36.1699,-115.1398,kamal,basil,kamal.basil@mail.com,5808221944,Fitness Tracker,Withings Move,Withings Move,Y998,4.0,59.0,23.6,False,2023.0,2.0,February,True,True
3577.0,2023-02-13,Egypt,Cairo,cr03,30.0444,31.2357,muhamad,alhmwi,muhamad.alhmwi@mail.com,5190339601,Laptop,HP Envy,Envy x360,X918,1.0,899.0,53.94,True,2023.0,2.0,February,True,True
3578.0,2023-02-13,USA,Las Vegas,lv01,36.1699,-115.1398,lana,hamzat,lana.hamzat@mail.com,5859495614,Smartphone,Samsung Galaxy,Galaxy S21 Ultra,Y998,1.0,1199.0,35.97,True,2023.0,2.0,February,True,True
3579.0,2023-02-13,Morocco,Casablanca,cs01,33.5731,7.5898,hamdah,alsabagh,hamdah.alsabagh@mail.com,5374833400,Smartphone,Oppo Find,Oppo Find X4 Pro,G451,1.0,899.0,71.92,True,2023.0,2.0,February,True,True
3580.0,2023-02-13,Syria,Aleppo,al01,36.2021,37.1343,sahar,eisaa,sahar.eisaa@mail.com,5540965070,Smart Speaker,JBL Link,JBL Link 20,R820,1.0,99.0,5.94,True,2023.0,2.0,February,True,True
3581.0,2023-02-13,USA,Las Vegas,lv01,36.1699,-115.1398,muhamad,salahi,muhamad.salahi@mail.com,5278475897,Tablet,Samsung Galaxy Tab,Galaxy Tab S8,Z612,1.0,649.0,45.43,True,2023.0,2.0,February,True,True
3582.0,2023-02-13,Saudi Arabia,Riyadh,rd03,24.7743,46.7386,randa,abultif,randa.abultif@mail.com,5697654621,Headphones,Bose QuietComfort,QC35 II,R236,1.0,299.0,8.97,False,2023.0,2.0,February,True,True
3583.0,2023-02-13,Egypt,Cairo,cr03,30.0444,31.2357,omar,alrifaei,omar.alrifaei@mail.com,5208334943,Gaming Console,Nintendo Switch,Nintendo Switch Lite,G087,1.0,199.0,13.93,True,2023.0,2.0,February,True,True
3584.0,2023-02-13,Saudi Arabia,Riyadh,rd03,24.7743,46.7386,husayn,alealbi,husayn.alealbi@mail.com,5589577744,Smartwatch,Huawei Watch,Huawei Watch GT 3,L106,1.0,249.0,14.94,True,2023.0,2.0,February,True,True
3585.0,2023-02-13,Syria,Damascus,ds02,33.5146,36.3084,husayn,qaziyha,husayn.qaziyha@mail.com,5519569159,Fitness Tracker,Huawei Band,Huawei Band 6,C793,1.0,59.0,1.18,False,2023.0,2.0,February,True,True
3586.0,2023-02-13,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,maya,alkfrswsany,maya.alkfrswsany@mail.com,5518479875,Smartphone,Samsung Galaxy,Galaxy S21 Ultra,J885,5.0,1199.0,539.55,True,2023.0,2.0,February,True,True
3587.0,2023-02-13,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,eala,zaytun,eala.zaytun@mail.com,5968433653,Fitness Tracker,Fitbit Versa,Fitbit Versa 2,F650,1.0,179.0,3.58,True,2023.0,2.0,February,True,True
3588.0,2023-02-13,United Arab Emirates,Abu Dhabi,ad01,24.4539,54.3773,jihad,mulaliyun,jihad.mulaliyun@mail.com,5290699997,VR Headset,HP Reverb G2 Omnicept,HP Reverb G2 Omnicept,U484,1.0,799.0,79.9,True,2023.0,2.0,February,True,True
3589.0,2023-02-13,USA,Las Vegas,lv01,36.1699,-115.1398,basimah,srdar,basimah.srdar@mail.com,5507944490,Smartphone,OnePlus,OnePlus Nord 2,C068,1.0,399.0,39.9,True,2023.0,2.0,February,True,True
3590.0,2023-02-13,United Arab Emirates,Abu Dhabi,ad03,24.4539,54.3773,aneam,almudhin,aneam.almudhin@mail.com,5020571378,VR Headset,Oculus Quest,Oculus Quest 3,E365,1.0,599.0,41.93,True,2023.0,2.0,February,True,True
3591.0,2023-02-13,Syria,Damascus,ds02,33.5146,36.3084,zayn,aljazayiriu,zayn.aljazayiriu@mail.com,5617348979,Laptop,HP Envy,Envy x360,H890,1.0,899.0,80.91,True,2023.0,2.0,February,True,True
3592.0,2023-02-13,Egypt,Asyut,at01,27.1809,31.1837,rama,alttahir,rama.alttahir@mail.com,5350811690,VR Headset,HTC Vive,HTC Vive Cosmos Elite,F650,1.0,899.0,89.9,True,2023.0,2.0,February,True,True
3593.0,2023-02-13,USA,Las Vegas,lv01,36.1699,-115.1398,ghada,alnisrin,ghada.alnisrin@mail.com,5920430093,Smart Speaker,Apple HomePod,Apple HomePod mini,Z509,3.0,99.0,8.91,False,2023.0,2.0,February,True,True
3594.0,2023-02-13,Syria,Aleppo,al01,36.2021,37.1343,ayham,almisri,ayham.almisri@mail.com,5531583632,Smart Speaker,Google Nest,Nest Audio,U983,2.0,99.0,17.82,True,2023.0,2.0,February,True,True
3595.0,2023-02-13,USA,Las Vegas,lv01,36.1699,-115.1398,abd alruhmin,aleid,abdalruhmin.aleid@mail.com,5339776166,Smartphone,Samsung Galaxy,Galaxy A52,N498,1.0,399.0,27.93,True,2023.0,2.0,February,True,True
3596.0,2023-02-13,Saudi Arabia,Aseer,as01,18.2311,42.5004,abd almueiyn,shaeban,abdalmueiyn.shaeban@mail.com,5189674945,Smartwatch,Garmin Forerunner,Garmin Forerunner 945,Y333,3.0,599.0,125.79,False,2023.0,2.0,February,True,True
3597.0,2023-02-13,USA,Las Vegas,lv01,36.1699,-115.1398,razan,klizli,razan.klizli@mail.com,5633925420,VR Headset,Oculus Quest,Oculus Quest 2 (64GB),Y720,1.0,299.0,29.9,False,2023.0,2.0,February,True,True
3598.0,2023-02-13,Syria,Damascus,ds02,33.5146,36.3084,sali,alhamid,sali.alhamid@mail.com,5487589040,Smartwatch,Samsung Gear,Samsung Gear S4,F452,1.0,349.0,13.96,False,2023.0,2.0,February,True,True
3599.0,2023-02-13,United Arab Emirates,Abu Dhabi,ad01,24.4539,54.3773,muhamad,almardud,muhamad.almardud@mail.com,5385292972,Tablet,Apple iPad Pro,"iPad Pro 11"" (5th Gen)",C218,13.0,899.0,116.87,False,2023.0,2.0,February,True,True
3600.0,2023-02-13,Saudi Arabia,Riyadh,rd02,24.7743,46.7386,hasan,alkhujih,hasan.alkhujih@mail.com,5916358540,Laptop,Microsoft Surface,Surface Book 3,X915,1.0,1599.0,95.94,False,2023.0,2.0,February,True,True
3601.0,2023-02-13,USA,Washington,wh01,38.9072,-77.0369,lilas,alqadi,lilas.alqadi@mail.com,5210048370,Smart Speaker,Sonos One,Sonos Move,Q149,1.0,399.0,7.98,False,2023.0,2.0,February,True,True
3602.0,2023-02-13,USA,Washington,wh01,38.9072,-77.0369,rayid,zaerur,rayid.zaerur@mail.com,5916049716,Laptop,ASUS ROG,ASUS ROG Strix Scar 17,E484,1.0,1999.0,119.94,True,2023.0,2.0,February,True,True
3603.0,2023-02-13,Egypt,Asyut,at01,27.1809,31.1837,ruyda,bayazid,ruyda.bayazid@mail.com,5291027459,Smartwatch,Fossil Gen,Fossil Gen 6,R143,2.0,299.0,35.88,True,2023.0,2.0,February,True,True
